dispatch_id,date_id,campaign_id,customer_id,clicked_link
1451,20250328,53,4916,False
1452,20240403,51,242,True
1453,20250309,53,2281,True
1454,20250403,53,3609,False
1455,20230326,54,508,False
1456,20240409,51,933,False
1457,20230320,54,3962,True
1458,20241101,55,1195,True
1459,20250328,53,438,True
1460,20240412,50,4577,True
1461,20241124,55,2348,False
1462,20240501,50,4631,False
1463,20241106,55,3494,False
1464,20240406,51,4092,False
1465,20241116,55,3169,True
1466,20240406,50,3291,True
1467,20240407,51,217,False
1468,20220810,56,600,False
1469,20250327,53,4133,False
1470,20230404,54,537,True
1471,20250210,52,2684,True
1472,20250412,53,517,True
1473,20240418,51,4912,False
1474,20240327,51,551,True
1475,20220813,56,2689,False
1476,20250423,53,207,True
1477,20241213,55,4886,False
1478,20220712,56,1049,False
1479,20230318,54,2673,False
1480,20250209,52,3276,False
1481,20250328,53,1551,True
1482,20250223,52,3573,False
1483,20230404,54,1879,False
1484,20241210,55,3817,True
1485,20230317,54,2237,False
1486,20230322,54,1303,False
1487,20250410,53,2951,False
1488,20250227,52,992,True
1489,20250210,52,1352,False
1490,20220719,56,4743,False
1491,20250417,53,4488,False
1492,20240420,50,2038,False
1493,20230320,54,3516,True
1494,20250228,52,561,True
1495,20230324,54,771,True
1496,20240429,51,2871,False
1497,20240502,50,1511,False
1498,20220823,56,1410,True
1499,20220803,56,3047,False
1500,20220728,56,1526,False
1501,20250218,52,1174,True
1502,20250226,52,2265,False
1503,20230322,54,4049,True
1504,20230319,54,1260,True
1505,20241207,55,1378,False
1506,20230330,54,259,True
1507,20240504,50,379,False
1508,20240416,50,225,True
1509,20250207,52,977,True
1510,20230320,54,4298,False
1511,20230323,54,3470,True
1512,20250320,53,209,False
1513,20230314,54,3686,True
1514,20250405,53,1550,False
1515,20241129,55,2200,True
1516,20230402,54,4404,False
1517,20230403,54,854,True
1518,20240407,51,4732,False
1519,20250222,52,4544,False
1520,20220812,56,1115,True
1521,20230329,54,2939,False
1522,20220819,56,3998,False
1523,20240319,50,36,False
1524,20220728,56,971,True
1525,20230406,54,2297,False
1526,20240506,50,4099,False
1527,20220806,56,2845,False
1528,20240421,51,1398,False
1529,20241210,55,2004,False
1530,20241115,55,2693,False
1531,20220820,56,4286,True
1532,20250410,53,987,True
1533,20240427,50,42,False
1534,20241031,55,1125,True
1535,20230327,54,819,False
1536,20241201,55,452,False
1537,20220804,56,126,True
1538,20230321,54,40,False
1539,20250207,52,774,False
1540,20220717,56,611,False
1541,20241109,55,4289,True
1542,20241201,55,4469,False
1543,20240329,51,3504,False
1544,20220727,56,3368,False
1545,20250213,52,4550,False
1546,20240401,50,3071,True
1547,20230326,54,1776,False
1548,20220729,56,3741,False
1549,20241205,55,4781,False
1550,20230324,54,848,True
1551,20240411,51,135,False
1552,20250311,53,4029,False
1553,20230326,54,537,True
1554,20241126,55,2157,True
1555,20240503,51,3153,False
1556,20240503,50,4203,False
1557,20240502,51,389,True
1558,20250207,52,1305,False
1559,20240430,50,2063,False
1560,20240421,51,2995,True
1561,20230403,54,3651,True
1562,20250210,52,910,False
1563,20240420,50,659,True
1564,20220821,56,1937,True
1565,20250407,53,4580,True
1566,20250214,52,2347,True
1567,20241114,55,4383,True
1568,20240401,50,2459,False
1569,20250428,53,3898,True
1570,20230318,54,455,True
1571,20250326,53,2349,True
1572,20241210,55,605,True
1573,20241211,55,100,False
1574,20250327,53,2848,False
1575,20240426,50,1250,True
1576,20250427,53,4726,False
1577,20250321,53,1107,True
1578,20230327,54,2636,False
1579,20230325,54,2618,True
1580,20240413,50,19,True
1581,20250423,53,3217,True
1582,20220804,56,1412,False
1583,20240330,50,3468,True
1584,20250416,53,2213,False
1585,20240401,51,3799,True
1586,20250211,52,3166,False
1587,20240331,51,372,False
1588,20241112,55,1693,True
1589,20230319,54,4326,False
1590,20230404,54,2308,False
1591,20240331,51,1959,False
1592,20220830,56,2170,False
1593,20240325,50,1532,False
1594,20220710,56,1998,False
1595,20220826,56,314,True
1596,20240428,51,3908,False
1597,20250314,53,320,True
1598,20230324,54,2554,False
1599,20230320,54,4060,False
1600,20240404,51,4697,True
1601,20241212,55,4257,False
1602,20240328,51,3007,False
1603,20241122,55,3209,True
1604,20240321,50,2829,False
1605,20241128,55,4591,False
1606,20240410,51,1787,True
1607,20240428,51,2964,False
1608,20250411,53,793,True
1609,20220804,56,4663,True
1610,20220812,56,2926,True
1611,20240502,51,432,True
1612,20240429,51,1600,True
1613,20241104,55,1751,False
1614,20250218,52,779,False
1615,20240503,51,2926,False
1616,20220711,56,3014,False
1617,20250223,52,453,True
1618,20250212,52,4413,False
1619,20240504,51,1407,False
1620,20230320,54,445,True
1621,20250401,53,1458,False
1622,20250221,52,370,True
1623,20240419,50,1919,False
1624,20240405,50,1969,True
1625,20250430,53,1913,True
1626,20250329,53,202,True
1627,20220809,56,2889,False
1628,20220708,56,1177,True
1629,20220826,56,2477,True
1630,20241209,55,3726,True
1631,20220820,56,3233,False
1632,20220706,56,3735,True
1633,20230401,54,1236,False
1634,20240406,50,2690,True
1635,20250211,52,303,False
1636,20230321,54,3931,False
1637,20250309,53,820,False
1638,20240321,50,349,True
1639,20250207,52,2077,True
1640,20240326,50,2789,False
1641,20240507,51,4986,False
1642,20230318,54,4682,False
1643,20230321,54,2036,True
1644,20240402,50,4997,True
1645,20250207,52,2486,False
1646,20220729,56,4960,False
1647,20240426,51,3488,True
1648,20240330,50,4560,True
1649,20230404,54,478,True
1650,20220724,56,1044,False
1651,20220706,56,1200,False
1652,20230328,54,4918,False
1653,20241104,55,2917,True
1654,20240418,51,1081,True
1655,20250209,52,1116,False
1656,20220705,56,4319,True
1657,20240506,50,154,True
1658,20240331,50,4666,False
1659,20250314,53,1677,False
1660,20250225,52,4727,True
1661,20250211,52,3245,True
1662,20241130,55,1318,True
1663,20240406,50,3464,False
1664,20250213,52,1293,True
1665,20250315,53,4749,True
1666,20241208,55,699,False
1667,20250401,53,1901,False
1668,20230327,54,1408,True
1669,20220729,56,145,False
1670,20241206,55,2221,True
1671,20250322,53,4083,False
1672,20240328,51,2186,True
1673,20240403,50,3695,False
1674,20220816,56,2937,True
1675,20230325,54,3221,True
1676,20250427,53,2873,False
1677,20250420,53,3489,False
1678,20230324,54,4751,True
1679,20250225,52,4804,True
1680,20250207,52,3403,True
1681,20230319,54,246,False
1682,20241205,55,4926,False
1683,20240414,51,2098,False
1684,20240403,50,1133,False
1685,20250223,52,445,False
1686,20241201,55,3668,True
1687,20230314,54,1748,False
1688,20250215,52,2897,False
1689,20241121,55,4990,True
1690,20250221,52,4734,False
1691,20220808,56,1701,False
1692,20230330,54,2363,True
1693,20240504,51,2507,True
1694,20241106,55,3758,True
1695,20250321,53,4696,True
1696,20240326,50,1814,True
1697,20250207,52,4691,False
1698,20240423,50,3973,False
1699,20250421,53,754,True
1700,20240503,50,296,True
1701,20241108,55,4291,True
1702,20240329,50,1805,True
1703,20241202,55,2166,False
1704,20250412,53,2236,True
1705,20220718,56,4849,False
1706,20240503,50,3457,False
1707,20220821,56,2058,False
1708,20250313,53,4004,False
1709,20220706,56,4866,False
1710,20250225,52,1106,True
1711,20241118,55,3165,True
1712,20241206,55,3492,True
1713,20240404,50,4740,True
1714,20250207,52,1689,False
1715,20241209,55,3637,False
1716,20250430,53,1609,False
1717,20250327,53,62,False
1718,20241217,55,4798,False
1719,20250223,52,3598,False
1720,20250220,52,1958,True
1721,20250224,52,3445,False
1722,20240420,51,3340,False
1723,20250316,53,4833,True
1724,20241217,55,1933,False
1725,20230318,54,2279,True
1726,20230331,54,3509,False
1727,20240507,50,3768,True
1728,20220805,56,2832,True
1729,20250213,52,2608,True
1730,20250224,52,4639,False
1731,20230314,54,3011,False
1732,20220801,56,223,False
1733,20230403,54,196,False
1734,20240330,51,4257,True
1735,20230403,54,3133,True
1736,20250503,53,4267,True
1737,20230318,54,4701,True
1738,20240316,50,1039,False
1739,20240409,51,1955,False
1740,20241203,55,3438,True
1741,20240325,50,34,True
1742,20220724,56,1611,True
1743,20250411,53,2386,False
1744,20240501,51,502,True
1745,20240407,51,3685,False
1746,20240328,50,2086,True
1747,20250320,53,2373,False
1748,20241108,55,1454,False
1749,20220730,56,3893,True
1750,20240407,51,780,False
1751,20220803,56,4041,False
1752,20220710,56,1912,False
1753,20241107,55,4262,False
1754,20220702,56,3448,True
1755,20230317,54,4074,True
1756,20220723,56,2973,False
1757,20230325,54,1588,True
1758,20250212,52,3246,True
1759,20250406,53,3068,False
1760,20241212,55,3737,True
1761,20241201,55,491,False
1762,20241124,55,4820,False
1763,20241111,55,4479,False
1764,20250219,52,4130,True
1765,20220810,56,298,True
1766,20240410,50,1527,True
1767,20241120,55,1008,True
1768,20241031,55,464,False
1769,20250225,52,808,False
1770,20250215,52,4628,False
1771,20241127,55,1337,True
1772,20220729,56,619,True
1773,20220822,56,3153,True
1774,20241111,55,4504,False
1775,20250226,52,1767,True
1776,20250323,53,4830,True
1777,20240410,51,1150,True
1778,20241207,55,4517,False
1779,20230316,54,863,False
1780,20220814,56,4800,False
1781,20240403,51,477,True
1782,20240417,51,1993,True
1783,20220801,56,318,False
1784,20220826,56,3796,True
1785,20230323,54,4282,True
1786,20250406,53,2719,False
1787,20241204,55,2525,False
1788,20240406,50,1643,True
1789,20241215,55,1637,True
1790,20230319,54,3775,True
1791,20240429,51,4405,True
1792,20240421,51,3804,True
1793,20240317,50,3858,True
1794,20250214,52,629,False
1795,20230324,54,3556,True
1796,20240313,50,4936,False
1797,20230315,54,33,True
1798,20250210,52,3728,True
1799,20240410,51,4015,False
1800,20240413,51,3809,True
1801,20241215,55,1479,True
1802,20230331,54,3809,True
1803,20220810,56,3773,True
1804,20241129,55,3819,False
1805,20241207,55,2505,True
1806,20250429,53,2350,False
1807,20250419,53,3609,True
1808,20241103,55,3955,False
1809,20241215,55,4607,False
1810,20250318,53,113,False
1811,20241118,55,241,True
1812,20250220,52,3896,True
1813,20250313,53,3435,False
1814,20250222,52,1635,False
1815,20240411,51,2541,False
1816,20250209,52,3151,True
1817,20220714,56,189,True
1818,20250428,53,463,False
1819,20240414,50,3736,False
1820,20230315,54,1599,True
1821,20240408,51,4004,False
1822,20240404,50,2519,True
1823,20230324,54,3435,True
1824,20240421,50,45,False
1825,20240504,51,1825,True
1826,20240504,51,4317,True
1827,20250215,52,4969,False
1828,20250220,52,4511,True
1829,20230406,54,562,True
1830,20241104,55,1708,True
1831,20241111,55,2324,False
1832,20250220,52,2177,False
1833,20241207,55,4276,False
1834,20220827,56,706,False
1835,20230331,54,1399,True
1836,20230326,54,4725,False
1837,20241101,55,2438,False
1838,20250419,53,3456,True
1839,20250226,52,4960,True
1840,20240427,51,3892,False
1841,20241117,55,138,False
1842,20240503,50,1212,True
1843,20250401,53,2514,False
1844,20230320,54,4338,True
1845,20230315,54,587,False
1846,20240328,50,2351,False
1847,20241121,55,1695,True
1848,20240426,51,1745,True
1849,20241217,55,3525,True
1850,20240504,50,1466,False
1851,20250207,52,9,True
1852,20250210,52,435,True
1853,20220712,56,4939,True
1854,20230326,54,4468,False
1855,20250416,53,4019,True
1856,20220827,56,2383,False
1857,20241216,55,3660,True
1858,20250225,52,1146,True
1859,20220726,56,244,False
1860,20230329,54,1922,True
1861,20240329,51,3121,False
1862,20241209,55,37,True
1863,20240313,50,378,True
1864,20240403,50,2336,False
1865,20230316,54,900,False
1866,20241106,55,935,True
1867,20220830,56,683,True
1868,20250221,52,3542,True
1869,20250310,53,1498,False
1870,20241120,55,239,True
1871,20241124,55,3219,True
1872,20241207,55,3809,True
1873,20250219,52,4914,True
1874,20250419,53,2543,True
1875,20240502,51,3247,False
1876,20230322,54,277,False
1877,20240419,51,241,False
1878,20220715,56,598,True
1879,20240408,51,1061,False
1880,20240507,51,982,True
1881,20230323,54,4440,True
1882,20240505,50,4978,False
1883,20220712,56,1129,False
1884,20240420,51,2823,True
1885,20240426,51,4036,False
1886,20241202,55,311,True
1887,20220821,56,1036,True
1888,20230326,54,4058,False
1889,20220722,56,2544,False
1890,20241102,55,3133,True
1891,20240409,50,1844,False
1892,20220819,56,2436,True
1893,20250208,52,413,True
1894,20250422,53,1337,False
1895,20240327,51,3744,False
1896,20240408,50,3463,True
1897,20240410,50,642,False
1898,20250412,53,523,True
1899,20250213,52,975,True
1900,20250317,53,42,True
1901,20250403,53,367,False
1902,20230315,54,262,True
1903,20250415,53,4492,True
1904,20230319,54,4059,False
1905,20240321,50,2011,True
1906,20240409,51,4158,True
1907,20220724,56,1591,False
1908,20250211,52,729,True
1909,20250223,52,1373,True
1910,20250220,52,4774,True
1911,20240327,50,548,False
1912,20250214,52,2998,True
1913,20250211,52,1810,False
1914,20250223,52,1087,True
1915,20220830,56,1213,True
1916,20241124,55,1576,False
1917,20230322,54,690,False
1918,20240421,51,3275,False
1919,20240412,51,2074,True
1920,20230402,54,3341,False
1921,20240328,51,2506,True
1922,20250228,52,1513,False
1923,20250421,53,1884,False
1924,20230404,54,4695,True
1925,20240408,50,3905,True
1926,20230405,54,2925,False
1927,20240505,51,599,False
1928,20240425,51,711,False
1929,20220702,56,465,True
1930,20230318,54,503,True
1931,20240325,50,3986,True
1932,20250214,52,1668,True
1933,20241110,55,3719,False
1934,20241114,55,3527,True
1935,20250218,52,4588,False
1936,20241125,55,2993,True
1937,20250406,53,2761,True
1938,20250406,53,884,True
1939,20240416,51,2523,False
1940,20230318,54,1209,False
1941,20220829,56,4138,True
1942,20250222,52,1225,False
1943,20220819,56,3709,True
1944,20240327,50,2272,True
1945,20240502,51,2129,True
1946,20240504,50,2886,False
1947,20230403,54,2197,True
1948,20220822,56,71,False
1949,20250225,52,1502,False
1950,20250218,52,3586,True
1951,20240401,51,3828,False
1952,20250315,53,1753,True
1953,20241114,55,2557,True
1954,20250318,53,2788,False
1955,20240422,51,2024,False
1956,20230324,54,3464,False
1957,20230322,54,1590,True
1958,20240406,51,3389,False
1959,20250211,52,519,True
1960,20220703,56,926,False
1961,20240331,51,2298,True
1962,20240323,50,1776,False
1963,20240424,50,1307,False
1964,20240408,51,2748,False
1965,20241127,55,4291,True
1966,20250318,53,2640,True
1967,20230328,54,1808,False
1968,20240331,51,1790,True
1969,20220802,56,1579,True
1970,20240502,50,4509,True
1971,20250401,53,4937,False
1972,20250425,53,3407,False
1973,20240416,51,470,False
1974,20230326,54,2496,False
1975,20240414,51,4442,False
1976,20230314,54,3229,True
1977,20220805,56,3096,True
1978,20220709,56,4488,True
1979,20241118,55,2096,True
1980,20250419,53,1079,True
1981,20230317,54,163,True
1982,20241113,55,1835,False
1983,20241124,55,576,True
1984,20240421,50,247,True
1985,20240505,50,4486,True
1986,20230401,54,3065,False
1987,20250221,52,3220,True
1988,20241210,55,925,False
1989,20250310,53,1011,True
1990,20220724,56,958,True
1991,20230322,54,4027,False
1992,20250326,53,1539,False
1993,20250226,52,1159,True
1994,20240409,50,3461,False
1995,20240420,50,2545,True
1996,20240326,50,2780,False
1997,20250328,53,3910,False
1998,20240412,51,602,False
1999,20250221,52,4973,True
2000,20240404,51,3890,False
2001,20240426,50,2730,True
2002,20240331,51,4409,False
2003,20230330,54,2784,True
2004,20241109,55,638,False
2005,20230322,54,4823,True
2006,20250427,53,425,False
2007,20230403,54,385,True
2008,20220814,56,3994,True
2009,20250322,53,3385,False
2010,20250422,53,462,True
2011,20240417,51,2257,False
